Name,Lineitem quantity,Lineitem name,Lineitem sku,Lineitem fulfillment status,Shipping Country
#1100976,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1100959,1,First of October Shirt - XXL,SHIRT-OCTOBER-XXL,pending,US
#1100959,1,First of October Death Metal Tee - XXL,SHIRT-DEATHMETAL-XXL,pending,
#1100910,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1100910,1,First of October Death Metal Tee - XS,SHIRT-DEATHMETAL-XS,pending,
#1100864,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1100847,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1100805,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1100805,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1100778,1,First of October Bundle: Shirt/Tape/Ear Plugs - XL,BUNDLE-FOO-STE-XL,pending,US
#1100754,1,Sca-Taylor Guitars T-shirt - M,SHIRT-SCATAYLORGUITARS-M,pending,US
#1100754,1,First of October Death Metal Tee - M,SHIRT-DEATHMETAL-M,pending,
#1100753,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,GB
#1100753,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1100740,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,DE
#1100641,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1100603,1,First of October Death Metal Tee - L,SHIRT-DEATHMETAL-L,pending,US
#1100603,1,Invisible Beetle Shirt - M,SHIRT-INVISIBEETLE-M,pending,
#1100603,1,Schrodinger's Cat Blind Box Plushie,PLUSHIE-CATBLINDBOX,pending,
#1100593,1,I'm Thinking About Books Sweatshirt - Pigment Maroon / XL,SWEATSHIRT-THINKINGABOUTBOOKS-XL,fulfilled,US
#1100593,1,Drawfreaks Baseball Tee - XL,SHIRT-DRAWFREAKSBASEBALL-XL,fulfilled,
#1100593,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1100593,1,Jacob Horse Plushie,PLUSHIE-JACOBHORSE,fulfilled,
#1100406,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1100390,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,GB
#1100390,1,First of October Full Bundle - L,BUNDLE-FOO-FULL-L,pending,
#1100347,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1100347,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1100322,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,FR
#1100322,1,Books Beanie - Forest,HAT-BOOKSBEANIE-FOREST,fulfilled,
#1100261,1,I'm Thinking About Books Long Sleeve Shirt - XL,SHIRT-THINKINGABOUTBOOKS-LAV-XL,fulfilled,US
#1100261,1,Books Beanie - Forest,HAT-BOOKSBEANIE-FOREST,fulfilled,
#1100261,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1100201,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1100201,1,Pitcher Plant Backpack,BACKPACK-PITCHERPLANT,fulfilled,
#1100197,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1100057,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1100039,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1100016,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,SE
#1100016,1,I'm Thinking About Books Sweatshirt - Alpine Green / L,SWEATSHIRT-THINKINGABOUTBOOKS-GREEN-L,fulfilled,
#1099984,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1099953,1,First of October Death Metal Tee - M,SHIRT-DEATHMETAL-M,pending,US
#1099953,1,First of October Death Metal Tee - XS,SHIRT-DEATHMETAL-XS,pending,
#1099950,1,Shipping Fee,,pending,
#1099929,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1099922,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099920,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099918,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,HR
#1099877,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1099876,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,US
#1099876,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099866,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099852,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1099852,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099821,2,Be Kind Mug,MUG-BEKIND,fulfilled,US
#1099821,1,Confident & Kind Band Tee - XXL,SHIRT-CONFIDENTKINDBAND-XXL,fulfilled,
#1099821,1,Confident & Kind Band Tee - M,SHIRT-CONFIDENTKINDBAND-M,fulfilled,
#1099821,1,Confident & Kind Band Tee - XL,SHIRT-CONFIDENTKINDBAND-XL,fulfilled,
#1099821,1,Chi Kappa Crewneck - 3XL,SWEATSHIRT-CHIKAPPA-3XL,fulfilled,
#1099821,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099821,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099707,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1099707,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099699,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,IE
#1099671,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1099605,1,First of October Death Metal Tee - L,SHIRT-DEATHMETAL-L,pending,US
#1099605,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,
#1099538,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1099516,1,First of October Enamel Pin Set,PIN-FIRSTOFOCTSET,pending,US
#1099516,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,
#1099498,50,Donation to Partners In Health Sierra Leone - Round up,,pending,FR
#1099498,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099493,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1099485,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099485,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,
#1099469,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1099440,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1099432,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1099432,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099425,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,CA
#1099419,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099406,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099404,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1099384,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,DE
#1099384,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099377,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099377,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099366,1,Sca-Taylor Guitars T-shirt - L,SHIRT-SCATAYLORGUITARS-L,pending,NL
#1099366,1,First of October Death Metal Tee - L,SHIRT-DEATHMETAL-L,pending,
#1099361,1,Mystery Shirts - UNISEX / 4XL,SHIRT-MYSTERY-4XL,fulfilled,US
#1099361,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099343,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099335,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1099335,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099332,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099317,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099305,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1099305,1,Books Beanie - Forest,HAT-BOOKSBEANIE-FOREST,fulfilled,
#1099301,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,CA
#1099299,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099299,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099297,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099279,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,AU
#1099252,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1099252,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099248,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099241,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1099209,1,First of October Death Metal Tee - XL,SHIRT-DEATHMETAL-XL,pending,US
#1099209,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,
#1099209,1,First of October Enamel Pin Set,PIN-FIRSTOFOCTSET,pending,
#1099208,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099185,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,NL
#1099175,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099175,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099174,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099161,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099152,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,US
#1099152,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099152,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099148,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1099145,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099145,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099142,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099140,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1099139,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099130,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099130,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,
#1099128,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099125,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,DE
#1099124,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099117,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099110,1,First of October Bundle: Shirt/Tape/Ear Plugs - M,BUNDLE-FOO-STE-M,pending,US
#1099104,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1099104,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099101,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099100,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,AT
#1099091,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,DE
#1099084,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1099082,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099077,1,The Dust Jackets Enamel Pin,PIN-DUSTJACKETS,fulfilled,SE
#1099077,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099075,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,US
#1099075,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099071,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099068,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1099063,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,US
#1099063,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099063,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,
#1099056,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1099056,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099052,1,The Dust Jackets Enamel Pin,PIN-DUSTJACKETS,fulfilled,US
#1099052,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099046,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099044,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1099044,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099039,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1099039,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1099037,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1099037,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099017,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1099017,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1099011,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,AU
#1099010,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098997,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1098997,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098993,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1098993,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098991,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1098989,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1098989,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,
#1098988,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1098986,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098986,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098985,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1098985,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098981,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098979,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098978,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,AU
#1098976,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1098976,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098970,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098967,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098967,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098966,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098965,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1098965,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098955,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098951,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098945,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1098942,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,GB
#1098942,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098940,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1098940,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098939,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,FI
#1098938,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,BM
#1098938,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098924,1,Donation to Partners In Health Sierra Leone - $1.00 donation,,pending,
#1098924,1,A Supplementally Useful Publication - Digital Download,,fulfilled,
#1098922,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,DE
#1098921,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,DE
#1098921,50,Donation to Partners In Health Sierra Leone - Round up,,pending,
#1098920,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098914,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1098914,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098911,1,Books Beanie - Heather Navy,HAT-BOOKSBEANIE,fulfilled,US
#1098911,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098908,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,US
#1098908,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098905,1,Herbs of Thailand Tea Towel,TOWEL-HERBSOFTHAILAND-TEA,fulfilled,AT
#1098905,2,Happy Reading Book Darts - Happy Reading,MISC-MMDBOOKDART-HAPPYREADING,fulfilled,
#1098905,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098905,1,World of Relaxation Candle,CANDLE-WORLDOFRELAXATION,fulfilled,
#1098905,1,Bookstore Magic Candle,CANDLE-LIBROFMSITE,fulfilled,
#1098905,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098904,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,CA
#1098904,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098902,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,NL
#1098899,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,NL
#1098898,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1098898,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098898,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,
#1098898,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098897,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,PT
#1098896,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1098896,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098891,1,First of October Beanie,BEANIE-FIRSTOFOCT,pending,US
#1098891,1,First of October Death Metal Tee - M,SHIRT-DEATHMETAL-M,pending,
#1098890,1,The Dust Jackets Enamel Pin,PIN-DUSTJACKETS,fulfilled,US
#1098890,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098890,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098888,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098888,1,Books Beanie - Forest,HAT-BOOKSBEANIE-FOREST,fulfilled,
#1098887,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098887,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098886,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098884,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1098884,1,Books Beanie - Heather Navy,HAT-BOOKSBEANIE,fulfilled,
#1098884,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
#1098882,1,First of October Special Edition Cassette Tape,MISC-CASSETTEFIRSTOFOCT,pending,US
#1098881,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1098880,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,SE
#1098879,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,DE
#1098874,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1098874,1,Books Beanie - Forest,HAT-BOOKSBEANIE-FOREST,fulfilled,
#1098873,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098873,1,Books Beanie - Heather Brown,HAT-BOOKSBEANIE-HEATHERBROWN,fulfilled,
#1098872,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,DE
#1098869,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,CA
#1098866,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,SE
#1098866,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098865,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098864,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,US
#1098863,50,Donation to Partners In Health Sierra Leone - Round up,,pending,US
#1098863,1,Books Unbound Bookmark Subscription,BOOKMARK-ARIELBISSET-SUBSCRIPTION,pending,
#1098863,1,Leftover Bookmark Bundle,BOOKMARK-BOOKSUNBOUNDLEFTOVERS,fulfilled,
